Top 4808 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ 1.0 * sign_input_10: mean_abs=0.0120, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.994, pct<= 0.5=0.994
geom_target_1_4 ~ 1.3854 * geom_input_10_12: mean_abs=6.0441, median_abs=5.0585, max_abs=20.6319, pct<= 0.1=0.108, pct<= 0.5=0.592
geom_target_2_4 ~ 1.3374 * geom_input_1_9: mean_abs=6.7997, median_abs=5.7329, max_abs=23.6449, pct<= 0.1=0.092, pct<= 0.5=0.626
radius_target_3_4 ~ 1.0 * radius_input_4_10: mean_abs=15.5615, median_abs=14.8740, max_abs=39.0750, pct<= 0.1=0.008, pct<= 0.5=0.442
angle_target_2_3 ~ 1.0 * angle_input_4_11: mean_abs=1.0846, median_abs=0.9218, max_abs=3.0366, pct<= 0.1=0.068, pct<= 0.5=0.464
radius_target_2_3 ~ 1.0 * radius_input_2_5: mean_abs=13.4370, median_abs=11.1077, max_abs=48.4917, pct<= 0.1=0.052, pct<= 0.5=0.432
radius_target_1_3 ~ 2.0879 * radius_input_2_5: mean_abs=9.3101, median_abs=7.3406, max_abs=38.4138, pct<= 0.1=0.104, pct<= 0.5=0.734
angle_target_2_4 ~ 1.0 * angle_input_3_8: mean_abs=1.0824, median_abs=0.9639, max_abs=2.8484, pct<= 0.1=0.070, pct<= 0.5=0.456
geom_target_2_3 ~ 1.0 * geom_input_5_9: mean_abs=7.4143, median_abs=6.1737, max_abs=26.8275, pct<= 0.1=0.050, pct<= 0.5=0.444
radius_target_1_3 ~ 1.9760 * radius_input_9_11: mean_abs=9.1998, median_abs=7.6011, max_abs=37.8118, pct<= 0.1=0.104, pct<= 0.5=0.716
angle_target_1_4 ~ 1.0 * angle_input_3_7: mean_abs=1.0772, median_abs=0.9525, max_abs=3.1342, pct<= 0.1=0.066, pct<= 0.5=0.456
geom_target_2_3 ~ 1.0 * geom_input_5_8: mean_abs=7.2407, median_abs=5.7998, max_abs=25.5846, pct<= 0.1=0.056, pct<= 0.5=0.442
radius_target_1_3 ~ 1.9633 * radius_input_1_11: mean_abs=9.2855, median_abs=7.7757, max_abs=37.4031, pct<= 0.1=0.124, pct<= 0.5=0.708
geom_target_1_3 ~ 1.3607 * geom_input_4_8: mean_abs=6.5973, median_abs=5.4792, max_abs=23.2099, pct<= 0.1=0.098, pct<= 0.5=0.620
geom_target_3_4 ~ 1.0 * geom_input_5_12: mean_abs=6.4898, median_abs=5.7285, max_abs=19.6628, pct<= 0.1=0.058, pct<= 0.5=0.378
radius_target_2_4 ~ 1.0 * radius_input_6_8: mean_abs=13.3036, median_abs=9.5784, max_abs=47.2735, pct<= 0.1=0.052, pct<= 0.5=0.436
geom_target_2_3 ~ 1.3926 * geom_input_4_9: mean_abs=6.1870, median_abs=5.4223, max_abs=20.3884, pct<= 0.1=0.092, pct<= 0.5=0.622
geom_target_1_4 ~ 1.0 * geom_input_4_5: mean_abs=7.3104, median_abs=5.6857, max_abs=26.3491, pct<= 0.1=0.052, pct<= 0.5=0.432
geom_target_1_3 ~ 1.3645 * geom_input_2_9: mean_abs=6.5650, median_abs=5.3889, max_abs=22.3847, pct<= 0.1=0.118, pct<= 0.5=0.626
angle_target_1_4 ~ 1.0 * angle_input_7_8: mean_abs=1.0761, median_abs=0.9792, max_abs=3.1234, pct<= 0.1=0.058, pct<= 0.5=0.464
radius_target_1_3 ~ 1.9381 * radius_input_9_12: mean_abs=9.2696, median_abs=7.5144, max_abs=35.5971, pct<= 0.1=0.108, pct<= 0.5=0.716
geom_target_2_4 ~ 1.0 * geom_input_5_9: mean_abs=7.8682, median_abs=5.7945, max_abs=30.8298, pct<= 0.1=0.062, pct<= 0.5=0.412
geom_target_3_4 ~ 1.7006 * geom_input_11_12: mean_abs=4.8708, median_abs=4.0821, max_abs=18.9485, pct<= 0.1=0.118, pct<= 0.5=0.684
geom_target_2_3 ~ 1.4421 * geom_input_10_11: mean_abs=6.1221, median_abs=5.4070, max_abs=21.3085, pct<= 0.1=0.114, pct<= 0.5=0.624
geom_target_1_4 ~ 1.0 * geom_input_11_12: mean_abs=7.4458, median_abs=5.9441, max_abs=26.3566, pct<= 0.1=0.062, pct<= 0.5=0.430
geom_target_2_3 ~ 1.4127 * geom_input_2_4: mean_abs=6.2005, median_abs=5.3095, max_abs=20.5661, pct<= 0.1=0.094, pct<= 0.5=0.624
sum_target_2_4 ~ 0.7741 * sum_input_7_9: mean_abs=13.5181, median_abs=9.8676, max_abs=59.4261, pct<= 0.1=0.116, pct<= 0.5=0.550
geom_target_2_4 ~ 1.0 * geom_input_1_5: mean_abs=7.8465, median_abs=5.9197, max_abs=30.9885, pct<= 0.1=0.070, pct<= 0.5=0.396
geom_target_2_3 ~ 1.3880 * geom_input_1_4: mean_abs=6.2544, median_abs=5.5313, max_abs=20.1210, pct<= 0.1=0.096, pct<= 0.5=0.600
geom_target_1_4 ~ 1.4053 * geom_input_2_4: mean_abs=5.9736, median_abs=5.3119, max_abs=20.2141, pct<= 0.1=0.110, pct<= 0.5=0.596
geom_target_2_3 ~ 1.0 * geom_input_1_5: mean_abs=7.4144, median_abs=6.0450, max_abs=26.1957, pct<= 0.1=0.050, pct<= 0.5=0.434
geom_target_1_3 ~ 1.3583 * geom_input_1_2: mean_abs=6.6360, median_abs=5.4516, max_abs=22.2969, pct<= 0.1=0.096, pct<= 0.5=0.612
radius_target_1_4 ~ 1.0 * radius_input_4_12: mean_abs=13.5251, median_abs=10.9032, max_abs=42.2936, pct<= 0.1=0.034, pct<= 0.5=0.438
geom_target_2_3 ~ 1.4461 * geom_input_8_12: mean_abs=6.1154, median_abs=5.1399, max_abs=19.8537, pct<= 0.1=0.098, pct<= 0.5=0.624
radius_target_3_4 ~ 1.0 * radius_input_1_8: mean_abs=15.3056, median_abs=14.9490, max_abs=34.5944, pct<= 0.1=0.008, pct<= 0.5=0.442
radius_target_1_4 ~ 1.0 * radius_input_2_5: mean_abs=13.3586, median_abs=10.9085, max_abs=41.6561, pct<= 0.1=0.034, pct<= 0.5=0.422
angle_target_2_4 ~ 1.0 * angle_input_2_12: mean_abs=1.0285, median_abs=0.9064, max_abs=2.7355, pct<= 0.1=0.084, pct<= 0.5=0.442
radius_target_2_3 ~ 1.0 * radius_input_4_12: mean_abs=13.6479, median_abs=11.2524, max_abs=49.8380, pct<= 0.1=0.044, pct<= 0.5=0.420
sum_target_1_4 ~ 0.6475 * sum_input_3_9: mean_abs=15.3862, median_abs=11.3801, max_abs=55.3412, pct<= 0.1=0.100, pct<= 0.5=0.508
geom_target_2_4 ~ 1.3616 * geom_input_1_2: mean_abs=6.7739, median_abs=5.8048, max_abs=22.2663, pct<= 0.1=0.088, pct<= 0.5=0.622
diff_target_1_3 ~ 0.7438 * diff_input_3_11: mean_abs=14.0890, median_abs=10.4354, max_abs=59.2603, pct<= 0.1=0.114, pct<= 0.5=0.524
angle_target_1_4 ~ 1.0 * angle_input_8_9: mean_abs=1.0308, median_abs=0.9393, max_abs=2.9038, pct<= 0.1=0.052, pct<= 0.5=0.462
geom_target_2_4 ~ 1.0 * geom_input_2_5: mean_abs=7.9167, median_abs=5.9405, max_abs=30.2950, pct<= 0.1=0.070, pct<= 0.5=0.380
diff_target_1_3 ~ 0.7559 * diff_input_9_10: mean_abs=14.0605, median_abs=10.3331, max_abs=64.0394, pct<= 0.1=0.124, pct<= 0.5=0.526
geom_target_1_3 ~ 1.0 * geom_input_2_5: mean_abs=7.7920, median_abs=5.3124, max_abs=30.2114, pct<= 0.1=0.066, pct<= 0.5=0.416
sum_target_2_4 ~ 0.7882 * sum_input_2_7: mean_abs=13.4178, median_abs=9.6444, max_abs=57.7338, pct<= 0.1=0.124, pct<= 0.5=0.558
geom_target_2_4 ~ 1.0 * geom_input_4_11: mean_abs=7.9106, median_abs=5.7420, max_abs=30.5743, pct<= 0.1=0.064, pct<= 0.5=0.406
geom_target_2_4 ~ 1.3588 * geom_input_4_8: mean_abs=6.8243, median_abs=5.8065, max_abs=23.2633, pct<= 0.1=0.080, pct<= 0.5=0.614
geom_target_1_4 ~ 1.4246 * geom_input_10_11: mean_abs=6.0642, median_abs=5.2622, max_abs=21.3843, pct<= 0.1=0.124, pct<= 0.5=0.590
angle_target_2_4 ~ 1.0 * angle_input_7_9: mean_abs=1.0376, median_abs=0.9227, max_abs=3.0206, pct<= 0.1=0.078, pct<= 0.5=0.452
sum_target_2_3 ~ -0.7145 * sum_input_7_8: mean_abs=13.3894, median_abs=10.1175, max_abs=60.4798, pct<= 0.1=0.144, pct<= 0.5=0.526
geom_target_2_3 ~ 1.0 * geom_input_2_5: mean_abs=7.4627, median_abs=6.0944, max_abs=26.7390, pct<= 0.1=0.054, pct<= 0.5=0.416
prod_target_3_4 ~ -0.9975 * prod_input_1_3: mean_abs=116.4964, median_abs=81.5164, max_abs=511.2143, pct<= 0.1=0.072, pct<= 0.5=0.542
radius_target_1_3 ~ 2.0308 * radius_input_1_5: mean_abs=9.4280, median_abs=7.8870, max_abs=39.0168, pct<= 0.1=0.126, pct<= 0.5=0.686
sum_target_2_4 ~ 0.7953 * sum_input_3_12: mean_abs=13.5632, median_abs=9.6554, max_abs=61.3479, pct<= 0.1=0.120, pct<= 0.5=0.560
radius_target_3_4 ~ 1.0 * radius_input_2_8: mean_abs=15.4788, median_abs=15.1527, max_abs=36.1186, pct<= 0.1=0.004, pct<= 0.5=0.422
geom_target_2_4 ~ 1.3617 * geom_input_2_9: mean_abs=6.8173, median_abs=5.7283, max_abs=22.5261, pct<= 0.1=0.076, pct<= 0.5=0.610
radius_target_2_3 ~ 1.0 * radius_input_6_8: mean_abs=13.3089, median_abs=11.3091, max_abs=46.0049, pct<= 0.1=0.050, pct<= 0.5=0.432
radius_target_1_3 ~ 2.0470 * radius_input_5_9: mean_abs=9.3077, median_abs=7.5635, max_abs=37.9567, pct<= 0.1=0.104, pct<= 0.5=0.706
geom_target_1_3 ~ 1.0 * geom_input_11_12: mean_abs=7.9747, median_abs=5.3922, max_abs=31.7096, pct<= 0.1=0.064, pct<= 0.5=0.410
geom_target_1_2 ~ 2.1987 * geom_input_3_6: mean_abs=4.6495, median_abs=3.7770, max_abs=17.2973, pct<= 0.1=0.138, pct<= 0.5=0.592
radius_target_2_3 ~ 2.7895 * radius_input_5_11: mean_abs=8.4186, median_abs=6.9234, max_abs=30.2832, pct<= 0.1=0.134, pct<= 0.5=0.764
sum_target_1_4 ~ 0.6581 * sum_input_2_3: mean_abs=15.3072, median_abs=11.2027, max_abs=53.9192, pct<= 0.1=0.088, pct<= 0.5=0.500
geom_target_1_4 ~ 1.4690 * geom_input_5_7: mean_abs=5.9391, median_abs=4.6433, max_abs=21.2769, pct<= 0.1=0.104, pct<= 0.5=0.590
radius_target_3_4 ~ 1.0 * radius_input_7_11: mean_abs=15.6183, median_abs=14.9416, max_abs=36.9751, pct<= 0.1=0.002, pct<= 0.5=0.404
angle_target_1_4 ~ 1.0 * angle_input_1_4: mean_abs=1.0701, median_abs=0.9474, max_abs=3.0051, pct<= 0.1=0.058, pct<= 0.5=0.462
radius_target_1_4 ~ 2.4425 * radius_input_2_6: mean_abs=8.4190, median_abs=7.3662, max_abs=30.5459, pct<= 0.1=0.146, pct<= 0.5=0.726
sum_target_1_3 ~ -0.7414 * sum_input_3_9: mean_abs=15.5738, median_abs=11.7909, max_abs=57.9439, pct<= 0.1=0.102, pct<= 0.5=0.558
geom_target_1_4 ~ 1.4257 * geom_input_8_12: mean_abs=6.0664, median_abs=5.0642, max_abs=21.8438, pct<= 0.1=0.110, pct<= 0.5=0.590
sum_target_2_3 ~ -0.7767 * sum_input_3_12: mean_abs=13.4386, median_abs=10.3145, max_abs=58.3153, pct<= 0.1=0.130, pct<= 0.5=0.552
radius_target_2_3 ~ 2.6872 * radius_input_5_12: mean_abs=8.6014, median_abs=7.0241, max_abs=31.1723, pct<= 0.1=0.106, pct<= 0.5=0.750
prod_target_3_4 ~ -0.9832 * prod_input_7_8: mean_abs=114.7191, median_abs=76.2765, max_abs=579.2118, pct<= 0.1=0.076, pct<= 0.5=0.520
radius_target_2_4 ~ 2.1634 * radius_input_4_12: mean_abs=9.2103, median_abs=7.9474, max_abs=33.2452, pct<= 0.1=0.132, pct<= 0.5=0.698
sum_target_2_4 ~ 0.7779 * sum_input_1_7: mean_abs=13.4307, median_abs=9.9447, max_abs=59.1198, pct<= 0.1=0.140, pct<= 0.5=0.544
sum_target_1_4 ~ 0.6476 * sum_input_1_3: mean_abs=15.3561, median_abs=11.0581, max_abs=55.5264, pct<= 0.1=0.112, pct<= 0.5=0.502
radius_target_2_4 ~ 1.0 * radius_input_4_11: mean_abs=13.7136, median_abs=9.9243, max_abs=49.1517, pct<= 0.1=0.040, pct<= 0.5=0.390
angle_target_2_4 ~ 1.0 * angle_input_9_12: mean_abs=1.0565, median_abs=0.8914, max_abs=2.9551, pct<= 0.1=0.058, pct<= 0.5=0.436
prod_target_3_4 ~ -1.0185 * prod_input_3_9: mean_abs=116.7618, median_abs=81.3727, max_abs=469.6090, pct<= 0.1=0.066, pct<= 0.5=0.530
sum_target_2_3 ~ -0.7649 * sum_input_7_9: mean_abs=13.4081, median_abs=10.2994, max_abs=60.8668, pct<= 0.1=0.130, pct<= 0.5=0.536
geom_target_1_3 ~ 1.4152 * geom_all_input_excl6: mean_abs=6.5694, median_abs=5.5149, max_abs=21.4340, pct<= 0.1=0.112, pct<= 0.5=0.634
abs_target_2 ~ 1.0 * abs_input_12: mean_abs=7.1263, median_abs=6.1779, max_abs=21.1580, pct<= 0.1=0.028, pct<= 0.5=0.400
sum_target_1_3 ~ -0.7389 * sum_input_1_3: mean_abs=15.5702, median_abs=11.6194, max_abs=59.7888, pct<= 0.1=0.112, pct<= 0.5=0.544
angle_target_2_4 ~ 1.0 * angle_input_1_12: mean_abs=1.0478, median_abs=0.8971, max_abs=3.0419, pct<= 0.1=0.062, pct<= 0.5=0.436
geom_target_2_3 ~ 1.4829 * geom_input_8_11: mean_abs=6.1185, median_abs=5.3461, max_abs=19.6522, pct<= 0.1=0.104, pct<= 0.5=0.606
diff_target_1_4 ~ -0.8112 * diff_input_8_10: mean_abs=14.2324, median_abs=10.3199, max_abs=60.7538, pct<= 0.1=0.092, pct<= 0.5=0.580
abs_target_3 ~ 1.0 * abs_input_3: mean_abs=11.2978, median_abs=10.2608, max_abs=36.9550, pct<= 0.1=0.076, pct<= 0.5=0.474
diff_target_1_3 ~ 0.7676 * diff_input_2_10: mean_abs=13.9737, median_abs=10.1613, max_abs=62.0604, pct<= 0.1=0.112, pct<= 0.5=0.520
radius_target_1_4 ~ 1.0 * radius_input_4_11: mean_abs=13.6941, median_abs=11.2611, max_abs=43.2478, pct<= 0.1=0.032, pct<= 0.5=0.410
radius_target_1_4 ~ 2.3687 * radius_input_6_9: mean_abs=8.5464, median_abs=7.5157, max_abs=28.8918, pct<= 0.1=0.132, pct<= 0.5=0.714
angle_target_1_4 ~ 1.0 * angle_input_2_4: mean_abs=1.0729, median_abs=0.9918, max_abs=2.8585, pct<= 0.1=0.062, pct<= 0.5=0.440
geom_target_3_4 ~ 1.0 * geom_input_5_11: mean_abs=6.6045, median_abs=5.7784, max_abs=20.1002, pct<= 0.1=0.060, pct<= 0.5=0.344
radius_target_2_4 ~ 2.2130 * radius_input_4_11: mean_abs=9.2046, median_abs=7.9693, max_abs=31.6809, pct<= 0.1=0.130, pct<= 0.5=0.710
angle_target_1_3 ~ 1.0 * angle_input_4_11: mean_abs=1.0772, median_abs=1.0301, max_abs=2.9061, pct<= 0.1=0.070, pct<= 0.5=0.430
diff_target_1_3 ~ 0.7525 * diff_input_1_10: mean_abs=14.1118, median_abs=10.2924, max_abs=62.6756, pct<= 0.1=0.106, pct<= 0.5=0.516
sum_target_1_3 ~ -0.7449 * sum_input_2_3: mean_abs=15.6448, median_abs=11.5907, max_abs=58.9322, pct<= 0.1=0.098, pct<= 0.5=0.548
geom_target_1_3 ~ 1.0 * geom_input_4_5: mean_abs=7.9775, median_abs=5.5203, max_abs=32.0892, pct<= 0.1=0.060, pct<= 0.5=0.396
radius_target_2_4 ~ 2.3156 * radius_input_1_6: mean_abs=9.3552, median_abs=8.2081, max_abs=32.8577, pct<= 0.1=0.128, pct<= 0.5=0.700
geom_target_2_4 ~ 1.3982 * geom_input_7_12: mean_abs=6.7654, median_abs=5.7861, max_abs=23.1328, pct<= 0.1=0.084, pct<= 0.5=0.612
geom_target_2_4 ~ 1.4189 * geom_all_input_excl6: mean_abs=6.7077, median_abs=5.6607, max_abs=22.4005, pct<= 0.1=0.076, pct<= 0.5=0.642
geom_target_1_4 ~ 1.4597 * geom_input_8_11: mean_abs=6.0900, median_abs=5.1099, max_abs=22.4188, pct<= 0.1=0.106, pct<= 0.5=0.584
angle_target_1_3 ~ 1.0 * angle_input_3_10: mean_abs=1.0709, median_abs=1.0259, max_abs=3.0299, pct<= 0.1=0.068, pct<= 0.5=0.406
radius_target_2_3 ~ 1.0 * radius_input_4_11: mean_abs=13.8489, median_abs=11.1985, max_abs=49.6878, pct<= 0.1=0.040, pct<= 0.5=0.392
angle_target_1_4 ~ 1.0 * angle_input_3_8: mean_abs=1.1390, median_abs=1.0350, max_abs=3.1221, pct<= 0.1=0.052, pct<= 0.5=0.416
abs_target_2 ~ 1.9377 * abs_input_11: mean_abs=5.0075, median_abs=4.3076, max_abs=20.0659, pct<= 0.1=0.138, pct<= 0.5=0.722
radius_target_1_3 ~ 1.0 * radius_input_6_9: mean_abs=13.9413, median_abs=10.9626, max_abs=50.9270, pct<= 0.1=0.048, pct<= 0.5=0.412
geom_target_2_4 ~ 1.0 * geom_input_4_5: mean_abs=8.0934, median_abs=5.6606, max_abs=31.2691, pct<= 0.1=0.064, pct<= 0.5=0.388
geom_target_1_3 ~ 1.4039 * geom_input_3_5: mean_abs=6.7762, median_abs=5.4955, max_abs=22.1857, pct<= 0.1=0.092, pct<= 0.5=0.592
geom_target_2_3 ~ 1.0 * geom_input_11_12: mean_abs=7.6761, median_abs=6.0112, max_abs=28.4396, pct<= 0.1=0.052, pct<= 0.5=0.384
geom_target_2_3 ~ 1.4721 * geom_input_5_7: mean_abs=6.2478, median_abs=5.6830, max_abs=21.2779, pct<= 0.1=0.104, pct<= 0.5=0.588
geom_target_2_3 ~ 1.0 * geom_input_4_5: mean_abs=7.6700, median_abs=6.2475, max_abs=27.5619, pct<= 0.1=0.050, pct<= 0.5=0.396
geom_target_2_4 ~ 1.4255 * geom_input_3_5: mean_abs=6.6815, median_abs=5.6471, max_abs=23.0305, pct<= 0.1=0.070, pct<= 0.5=0.616
radius_target_1_3 ~ 1.0 * radius_input_1_6: mean_abs=14.0072, median_abs=11.4091, max_abs=51.8003, pct<= 0.1=0.054, pct<= 0.5=0.392
geom_target_1_3 ~ 1.3966 * geom_input_7_12: mean_abs=6.6793, median_abs=5.5101, max_abs=21.4034, pct<= 0.1=0.106, pct<= 0.5=0.614
radius_target_1_3 ~ 1.0 * radius_input_4_5: mean_abs=13.9825, median_abs=10.8872, max_abs=52.0632, pct<= 0.1=0.044, pct<= 0.5=0.392
geom_target_1_4 ~ 1.0 * geom_input_5_12: mean_abs=7.6746, median_abs=5.9904, max_abs=26.9209, pct<= 0.1=0.066, pct<= 0.5=0.374
sum_target_2_3 ~ -0.7579 * sum_input_1_7: mean_abs=13.5103, median_abs=9.9193, max_abs=59.8719, pct<= 0.1=0.136, pct<= 0.5=0.528
angle_target_1_4 ~ 1.0 * angle_input_9_12: mean_abs=1.1082, median_abs=1.0538, max_abs=3.0197, pct<= 0.1=0.064, pct<= 0.5=0.422
geom_target_3_4 ~ 1.8410 * geom_input_5_12: mean_abs=4.8577, median_abs=4.0741, max_abs=18.0149, pct<= 0.1=0.104, pct<= 0.5=0.690
diff_target_1_4 ~ -0.8554 * diff_input_3_11: mean_abs=14.1451, median_abs=10.4900, max_abs=65.2102, pct<= 0.1=0.108, pct<= 0.5=0.576
radius_target_3_4 ~ 1.0 * radius_input_10_12: mean_abs=16.3463, median_abs=16.0447, max_abs=39.9338, pct<= 0.1=0.008, pct<= 0.5=0.334
sum_target_2_3 ~ -0.7706 * sum_input_2_7: mean_abs=13.4756, median_abs=10.0613, max_abs=60.9363, pct<= 0.1=0.134, pct<= 0.5=0.522
angle_target_2_3 ~ 1.0 * angle_input_2_11: mean_abs=1.1058, median_abs=0.9370, max_abs=2.8259, pct<= 0.1=0.070, pct<= 0.5=0.428
geom_target_2_4 ~ 1.4379 * geom_input_7_11: mean_abs=6.7382, median_abs=5.5359, max_abs=23.6879, pct<= 0.1=0.078, pct<= 0.5=0.612
diff_target_1_3 ~ 0.7673 * diff_input_3_5: mean_abs=14.2322, median_abs=10.2571, max_abs=60.2020, pct<= 0.1=0.088, pct<= 0.5=0.498
abs_target_4 ~ 1.0 * abs_input_3: mean_abs=11.1347, median_abs=9.8697, max_abs=36.7080, pct<= 0.1=0.058, pct<= 0.5=0.486
angle_target_2_3 ~ 1.0 * angle_input_1_11: mean_abs=1.1044, median_abs=0.9434, max_abs=2.8429, pct<= 0.1=0.076, pct<= 0.5=0.410
angle_target_2_3 ~ 1.0 * angle_input_4_5: mean_abs=1.1554, median_abs=0.9947, max_abs=3.0548, pct<= 0.1=0.068, pct<= 0.5=0.422
radius_target_2_4 ~ 1.0 * radius_input_4_5: mean_abs=14.0261, median_abs=10.0592, max_abs=50.1168, pct<= 0.1=0.050, pct<= 0.5=0.382
geom_target_2_4 ~ 1.0 * geom_input_11_12: mean_abs=8.2264, median_abs=5.9470, max_abs=31.8100, pct<= 0.1=0.052, pct<= 0.5=0.370
angle_target_1_4 ~ 1.0 * angle_input_10_12: mean_abs=1.1071, median_abs=0.9532, max_abs=3.1414, pct<= 0.1=0.068, pct<= 0.5=0.414
radius_target_3_4 ~ 1.0 * radius_input_1_9: mean_abs=16.2418, median_abs=15.6432, max_abs=38.7998, pct<= 0.1=0.002, pct<= 0.5=0.330
angle_target_1_4 ~ 1.0 * angle_input_2_12: mean_abs=1.1073, median_abs=1.0656, max_abs=2.7354, pct<= 0.1=0.060, pct<= 0.5=0.430
geom_target_1_4 ~ 1.5341 * geom_input_1_12: mean_abs=5.9054, median_abs=5.1157, max_abs=21.6049, pct<= 0.1=0.134, pct<= 0.5=0.592
geom_target_1_2 ~ 2.4842 * geom_input_6_7: mean_abs=4.5037, median_abs=3.5193, max_abs=17.2078, pct<= 0.1=0.118, pct<= 0.5=0.626
angle_target_1_4 ~ 1.0 * angle_input_1_12: mean_abs=1.1027, median_abs=1.0393, max_abs=2.7341, pct<= 0.1=0.054, pct<= 0.5=0.428
angle_target_2_4 ~ 1.0 * angle_input_3_9: mean_abs=1.0984, median_abs=1.0345, max_abs=2.9276, pct<= 0.1=0.078, pct<= 0.5=0.416
radius_target_1_2 ~ 1.0 * radius_input_5_12: mean_abs=10.3468, median_abs=10.3933, max_abs=20.2857, pct<= 0.1=0.006, pct<= 0.5=0.260
angle_target_2_3 ~ 1.0 * angle_input_9_11: mean_abs=1.1234, median_abs=0.9706, max_abs=2.8050, pct<= 0.1=0.076, pct<= 0.5=0.416
radius_target_2_4 ~ 1.0 * radius_input_6_9: mean_abs=14.1537, median_abs=10.1601, max_abs=51.4500, pct<= 0.1=0.050, pct<= 0.5=0.394
raw_target_4 ~ 1.0 * raw_input_3: mean_abs=11.1405, median_abs=9.8697, max_abs=36.7080, pct<= 0.1=0.058, pct<= 0.5=0.486
angle_target_1_4 ~ 1.0 * angle_input_7_9: mean_abs=1.0937, median_abs=1.0258, max_abs=2.6822, pct<= 0.1=0.048, pct<= 0.5=0.422
radius_target_2_4 ~ 2.3285 * radius_input_4_5: mean_abs=9.1735, median_abs=7.8616, max_abs=31.2886, pct<= 0.1=0.132, pct<= 0.5=0.700
radius_target_3_4 ~ 1.0 * radius_input_5_7: mean_abs=16.0014, median_abs=15.5872, max_abs=37.5049, pct<= 0.1=0.002, pct<= 0.5=0.350
geom_target_3_4 ~ 1.8982 * geom_input_5_11: mean_abs=4.8170, median_abs=4.0414, max_abs=18.8702, pct<= 0.1=0.124, pct<= 0.5=0.710
radius_target_1_4 ~ 1.0 * radius_input_6_9: mean_abs=14.1363, median_abs=11.4968, max_abs=45.5462, pct<= 0.1=0.030, pct<= 0.5=0.376
radius_target_2_3 ~ 2.7669 * radius_input_4_6: mean_abs=8.5476, median_abs=6.8337, max_abs=33.3495, pct<= 0.1=0.176, pct<= 0.5=0.732
radius_target_1_3 ~ 2.1892 * radius_input_4_11: mean_abs=9.3446, median_abs=8.1512, max_abs=37.2520, pct<= 0.1=0.138, pct<= 0.5=0.698
radius_target_1_3 ~ 2.1380 * radius_input_4_12: mean_abs=9.4290, median_abs=7.7655, max_abs=37.3010, pct<= 0.1=0.126, pct<= 0.5=0.702
radius_target_2_4 ~ 2.3996 * radius_input_2_6: mean_abs=9.2976, median_abs=7.8826, max_abs=34.7356, pct<= 0.1=0.132, pct<= 0.5=0.710
diff_target_1_4 ~ -0.8730 * diff_input_9_10: mean_abs=14.1359, median_abs=10.0259, max_abs=60.2044, pct<= 0.1=0.108, pct<= 0.5=0.574
geom_target_1_4 ~ 1.5302 * geom_input_9_12: mean_abs=5.9802, median_abs=5.2339, max_abs=21.7992, pct<= 0.1=0.120, pct<= 0.5=0.588
radius_target_3_4 ~ 1.0 * radius_input_4_8: mean_abs=16.1512, median_abs=15.8372, max_abs=37.1419, pct<= 0.1=0.008, pct<= 0.5=0.336
geom_target_1_4 ~ 1.0 * geom_input_5_11: mean_abs=7.7628, median_abs=5.9900, max_abs=27.0092, pct<= 0.1=0.046, pct<= 0.5=0.372
abs_target_2 ~ 1.0 * abs_input_11: mean_abs=7.3412, median_abs=6.6595, max_abs=21.8065, pct<= 0.1=0.032, pct<= 0.5=0.338
geom_target_1_3 ~ 1.4364 * geom_input_7_11: mean_abs=6.6440, median_abs=5.6169, max_abs=22.5839, pct<= 0.1=0.096, pct<= 0.5=0.620
geom_target_1_4 ~ 1.5470 * geom_input_5_10: mean_abs=5.9312, median_abs=5.0528, max_abs=21.8595, pct<= 0.1=0.116, pct<= 0.5=0.598
radius_target_1_3 ~ 2.2900 * radius_input_4_5: mean_abs=9.3965, median_abs=7.6902, max_abs=37.4495, pct<= 0.1=0.132, pct<= 0.5=0.716
prod_target_3_4 ~ -1.0322 * prod_input_2_3: mean_abs=118.1832, median_abs=82.2708, max_abs=498.3657, pct<= 0.1=0.076, pct<= 0.5=0.498
sum_target_2_4 ~ 0.8335 * sum_input_4_7: mean_abs=13.4214, median_abs=9.9855, max_abs=58.3677, pct<= 0.1=0.122, pct<= 0.5=0.534
geom_target_2_3 ~ 1.5436 * geom_input_5_10: mean_abs=6.2609, median_abs=5.4487, max_abs=21.5884, pct<= 0.1=0.116, pct<= 0.5=0.592
sum_target_1_4 ~ 0.6606 * sum_input_7_8: mean_abs=15.4665, median_abs=11.4115, max_abs=58.8325, pct<= 0.1=0.098, pct<= 0.5=0.492
geom_target_2_3 ~ 1.5454 * geom_input_1_12: mean_abs=6.2156, median_abs=5.5335, max_abs=20.1609, pct<= 0.1=0.092, pct<= 0.5=0.624
radius_target_2_3 ~ 1.0 * radius_input_4_5: mean_abs=14.2222, median_abs=11.8594, max_abs=50.2455, pct<= 0.1=0.042, pct<= 0.5=0.378
geom_target_1_3 ~ 1.4565 * geom_input_4_9: mean_abs=6.6282, median_abs=5.2397, max_abs=23.4674, pct<= 0.1=0.096, pct<= 0.5=0.606
radius_target_2_4 ~ 1.0 * radius_input_1_6: mean_abs=14.1606, median_abs=10.4743, max_abs=50.6525, pct<= 0.1=0.022, pct<= 0.5=0.376
